143	United States	Avitas Systems	Avitas Systems - Inspection as a Service	https://images.nvidia.com/content/pdf/NVIDIA-DGX-Systems-Avitas-GE-AI-Infographic.pdf	Avitas Systems configures various multi rotor and helicopter drones with multiple sensor kits including RGB cameras, laser sensors, infrared and others collecting inspection data to meet different customer use cases. Ingests inspection data where an AI back-end turns the raw data into inspection findings such as corrosion levels, damaged/missing parts, encroaching vegetation volumes.
144	Japan	Panasonic	AW-360C10	http://pro-av.panasonic.net/en/sales_o/broch_pdf/aw-360c10_360b10.pdf	360-degree Live Camera designed for live sporting events, concerts and stadium events
145	United States	AWM	AWM Smart Shelf	https://smartshelf.com/	Application for Automated Inventory Intelligence (view and track virtually in a retail environment), Content Management System (manage inventory, prices and content), Led Display (prices. promotions and advertisements at the click of a button) and Product Mapper (automate creation of planograms and auditing process)
146	United States	AWP	AWP	https://www.scec.org/publication/6663	The Anelastic Wave Propagation, AWP-ODC, independently simulates the dynamic rupture and wave propagation that occurs during an earthquake. Dynamic rupture produces friction, traction, slip, and slip rate information on the fault. The moment function is constructed from this fault data and used to currentize wave propagation.
147	United States	AWS IoT Twinmaker	AWS IoT Twinmaker	https://aws.amazon.com/iot-twinmaker/	Use your existing IoT, video, and enterprise application data where it already lives—without needing to reingest or move the data to another location. Save time with an automatically generated knowledge graph that binds your data sources to virtual replicas of physical systems to accurately model real-world environments. Get an immersive 3D view of your systems and operations to optimize efficiency, increase production, and improve performance.
148	Turkey	Aximmetry	Aximmetry	https://aximmetry.com/en/products	Aximmetry’s solutions cover all aspects of advanced broadcast presentation: tracked virtual sets, Augmented Reality (AR), interactive touch screen displays, data-driven graphics, virtual product placement, and audience interaction via second-screen devices.
149	United States	Acceleware	AxRTM	http://www.acceleware.com/rtm	Reverse Time Migration Software
150	Korea, Republic of	Lablup Inc.	Backend.AI	https://www.backend.ai	Backend.AI is the Enterprise cluster operating software from Building AI to Service and supports all types of AI development environments, from training in educational institutions to mega-scale AI infrastructure. Efficiently manage operational resources in the cloud and data centers to run and manage large-scale computational workloads. It provides the ability to split GPU hardware into multiple virtualized GPUs.
151	United States	Badger Technologies	Badger Insights	https://www.badger-technologies.com/badger-execution-suite.html	Badger Technologies provides data and analytics for retail operations through automation solutions that include a fully autonomous robot to address out-of-stock, planogram compliance, and price integrity
152	Netherlands	University Medical Center Utrecht	bamMetrics	https://github.com/UMCUGenetics/bamMetrics	Tool to generate bam statistics and pdf/html reports.
153	United States	University of Cambridge Metabolic Research Labs	BarraCUDA	http://seqbarracuda.sourceforge.net/	Sequence mapping software
154	China	Qitan Technology	Basecalling	http://www.qitantech.com/	Qitan produce nanopore based sequencers. First generation product, sequencer and basecalling will be separate, basecalling will be on A4K laptop. TRT is adopted for basecalling.
155	United Kingdom	FilmLight	Baselight	https://www.filmlight.ltd.uk/products/baselight/overview_bl.php	Color grading
156	United States	Open Source	BEAGLE	https://github.com/beagle-dev/beagle-lib	BEAGLE is a high-performance library that can perform the core calculations at the heart of most Bayesian and Maximum Likelihood phylogenetics packages. Makes use of highly-parallel processors such as those in graphics cards (GPUs) found in many PCs.
157	United States	Open Source	Beast	https://beast.community/	BEAST is a cross-platform program for Bayesian analysis of molecular sequences using MCMC. It is entirely orientated towards rooted, time-measured phylogenies inferred using strict or relaxed molecular clock models. It can be used as a method of reconstructing phylogenies but is also a framework for testing evolutionary hypotheses without conditioning on a single tree topology.
158	United States	Open Source	Beast2	http://www.beast2.org/	BEAST 2 is a cross-platform program for Bayesian phylogenetic analysis of molecular sequences. It estimates rooted, time-measured phylogenies using strict or relaxed molecular clock models. It can be used as a method of reconstructing phylogenies but is also a framework for testing evolutionary hypotheses without conditioning on a single tree topology.
159	United States	Digital Anarchy	Beauty Box	https://digitalanarchy.com/beautyVID/main.html	Automatic masking and skin retouching.
160	United States	UC Berkeley	BIDMach -	https://github.com/BIDData/BIDMach	The fastest machine learning library available. Holds the record for many common machine learning algorithms.
161	France	BigDFT	BigDFT	http://bigdft.org/Wiki/index.php?title=BigDFT_website	Implements density functional theory by solving the Kohn-Sham equations describing the electrons in a material.
162	Spain	Universidad Catolica de Murcia	BINDSURF	http://bio-hpc.eu/software/bindsurf/	A virtual screening methodology that uses GPUs to determine protein binding  sites.
163	Germany	Max Planck Institute	BioEM	https://www.biophys.mpg.de/en/software.html	GPU-accelerated computing of Bayesian inference of electron microscopy images.
164	United States	Brown University	Biologically Annoted Neural Networks (BANNs)	https://github.com/lcrawlab/BANNs	BANNs are a class of feedforward Bayesian models with partially connected architectures that are guided by predefined SNP-set annotations.
165	China	Mingma Technologies	Bixpipe	www.mingmatechs.com	Use GPU to accelerate genomic analysis
166	Australia	Blackbook Artificial Intelligence	Blackbook.AI	Blackbook.ai	Provides both be spoke solutions/platform and consultancy services to AI Companies in the space of Machine Learning, NLP, Computer Vision, Predictive Analytics, IoT and Robotics.
167	Singapore	Blackmagicdesign	Blackmagic RAW SDK	https://www.blackmagicdesign.com/products/blackmagicraw	Blackmagic RAW is a CPU and GPU-enabled SDK for decoding and debayering Blackmagic RAW files on MacOS, Windows and Linux
168	United States	Eternix	Blaze Terra	http://eternix.co.il/blaze-terra/	Geospatial visualization tool
169	United States	BlazingSQL	BlazingSQL	https://blazingsql.com/products	GPU-accelerated SQL Engine for analytics available on all major CSP and on-premise deployment.
170	Netherlands	Blender Institute	Blender	https://www.blender.org/features/	3D modeling, rendering and animation
171	Netherlands	Blender Institute	Blender Cycles	https://www.blender.org/features/cycles/	GPU renderer
172	United Kingdom	OXFORD NANOPORE TECHNOLOGIES	Bonito	https://github.com/nanoporetech/bonito	A PyTorch Basecaller for Oxford Nanopore Reads
173	Canada	Bons.ai	Bons.ai	https://bons.ai/	Bons.ai is an artificial intelligence platform which abstracts away the low-level, inner workings of machine learning systems to empower more developers to integrate richer intelligence models into their work.
174	United States	USCQD	BQCD	https://arxiv.org/abs/1011.0199	Lattice quantum chromodynamics application, used for nuclear ad high energy physics calculations.
175	United States	Broad Institute	BQSR	https://gatk.broadinstitute.org/hc/en-us/articles/360035890531-Base-Quality-Score-Recalibration-BQSR	Base Quality Score Recalibration is a data pre-processing step that detects systematic errors made by the sequencer when it estimates the quality score of each base call.
